fitmethod,antigenicdist,aaver,adjver,featureType,protein_name,serum,lower,Median,upper
nnls,thai_map,AA,adj_none,aasub,envelope_protein_E,DENV1/THAILAND/1994/00817/94,0.17971358363902656,0.6047239252994466,0.8533387290066662
nnls,thai_map,AA,adj_none,aasub,RNA-dependent_RNA_polymerase_NS5,DENV1/THAILAND/1994/00817/94,0.449274094510925,0.8395691610756004,0.980264544190347
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS3,DENV1/THAILAND/1994/00817/94,0.522537549477532,0.8554304478471781,1.0506768857255206
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS1,DENV1/THAILAND/1994/00817/94,0.9136336058876244,1.0068460626994753,1.0721973277970598
nnls,thai_map,AA,adj_none,aasub,protein_pr,DENV1/THAILAND/1994/00817/94,1.0930276823878473,1.1208691954938867,1.1462609318344676
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_precursor_M,DENV1/THAILAND/1994/00817/94,1.1081975001413986,1.1474908947715567,1.201799084267218
nnls,thai_map,AA,adj_none,aasub,anchored_capsid_protein_C,DENV1/THAILAND/1994/00817/94,1.1838867287550143,1.2101272154478648,1.2536065402839736
nnls,thai_map,AA,adj_none,aasub,capsid_protein_C,DENV1/THAILAND/1994/00817/94,1.244685104458253,1.270373959095717,1.3135209622817445
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_M,DENV1/THAILAND/1994/00817/94,1.376584064726171,1.403660875891592,1.4478290635654365
nnls,thai_map,AA,adj_none,aasub,protein_2K,DENV1/THAILAND/1994/00817/94,1.379414694918288,1.4055144244560962,1.438841451878718
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2B,DENV1/THAILAND/1994/00817/94,1.3844724722367108,1.4128008764351438,1.4456343950717634
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4B,DENV1/THAILAND/1994/00817/94,1.3845957088938499,1.4131801985062564,1.460173267824441
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4A,DENV1/THAILAND/1994/00817/94,1.3942669764882694,1.423943123021997,1.463383238735328
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2A,DENV1/THAILAND/1994/01495/94,0.09007059943953098,0.18202176552704183,0.2657171002934608
nnls,thai_map,AA,adj_none,aasub,RNA-dependent_RNA_polymerase_NS5,DENV1/THAILAND/1994/01495/94,0,0.4050828845915918,0.5527981685497154
nnls,thai_map,AA,adj_none,aasub,envelope_protein_E,DENV1/THAILAND/1994/01495/94,0,0.42220540692594943,0.632325018443918
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS3,DENV1/THAILAND/1994/01495/94,0.1350794885290501,0.4667491024349958,0.6762027327104129
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS1,DENV1/THAILAND/1994/01495/94,0.5375543610475502,0.618576859955754,0.6776813940536237
nnls,thai_map,AA,adj_none,aasub,protein_pr,DENV1/THAILAND/1994/01495/94,0.7045213800973025,0.7337230685928617,0.7622666509015077
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_precursor_M,DENV1/THAILAND/1994/01495/94,0.7147825196263281,0.7634159537520424,0.8226950719777386
nnls,thai_map,AA,adj_none,aasub,anchored_capsid_protein_C,DENV1/THAILAND/1994/01495/94,0.794163227958798,0.826744307104003,0.857927908513776
nnls,thai_map,AA,adj_none,aasub,capsid_protein_C,DENV1/THAILAND/1994/01495/94,0.8522611736425123,0.8860633544574852,0.9195349486975878
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_M,DENV1/THAILAND/1994/01495/94,0.9829165863404803,1.0188177759495725,1.0566153152696813
nnls,thai_map,AA,adj_none,aasub,protein_2K,DENV1/THAILAND/1994/01495/94,0.9917371983521931,1.0210567977790368,1.0477309006292512
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2B,DENV1/THAILAND/1994/01495/94,0.994834471054902,1.0277437555908613,1.0561919855794804
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4B,DENV1/THAILAND/1994/01495/94,0.9935620108583181,1.02793276885081,1.0620047773098986
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4A,DENV1/THAILAND/1994/01495/94,1.007182592063219,1.0387439815719648,1.0705593414270105
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2A,DENV1/THAILAND/1995/00229/95,0,0,0
nnls,thai_map,AA,adj_none,aasub,RNA-dependent_RNA_polymerase_NS5,DENV1/THAILAND/1995/00229/95,0,0,0
nnls,thai_map,AA,adj_none,aasub,envelope_protein_E,DENV1/THAILAND/1995/00229/95,0.17827003099170474,0.21552152569864286,0.24962452088597795
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_precursor_M,DENV1/THAILAND/1995/00229/95,0.14032759128263378,0.2695762347679549,0.4058096483532537
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS1,DENV1/THAILAND/1995/00229/95,0.2535557793383634,0.29854420985547314,0.3424510648896615
nnls,thai_map,AA,adj_none,aasub,anchored_capsid_protein_C,DENV1/THAILAND/1995/00229/95,0.28075858377870466,0.2988325846585582,0.3213241071850321
nnls,thai_map,AA,adj_none,aasub,protein_2K,DENV1/THAILAND/1995/00229/95,0.29331567516244694,0.3125486919330392,0.3365587820526629
nnls,thai_map,AA,adj_none,aasub,protein_pr,DENV1/THAILAND/1995/00229/95,0.2939398774215146,0.315123759429225,0.3355147665345063
nnls,thai_map,AA,adj_none,aasub,capsid_protein_C,DENV1/THAILAND/1995/00229/95,0.2950858453238816,0.31696142574698777,0.33920265944118805
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2B,DENV1/THAILAND/1995/00229/95,0.2981739970274897,0.31835076685875335,0.34453130906756235
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4B,DENV1/THAILAND/1995/00229/95,0.2990829391483743,0.3219989704070578,0.35227603979959077
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS3,DENV1/THAILAND/1995/00229/95,0.30641520599004046,0.32516811191682743,0.34908976782367485
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4A,DENV1/THAILAND/1995/00229/95,0.3228576879025083,0.3443772893811208,0.3615518826574203
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_M,DENV1/THAILAND/1995/00229/95,0.08775027753019099,0.3481518466790928,0.574524808568873
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4A,DENV1/THAILAND/1995/00257/95,0,0,0.0022757823690202203
nnls,thai_map,AA,adj_none,aasub,RNA-dependent_RNA_polymerase_NS5,DENV1/THAILAND/1995/00257/95,0,0.003681161405271325,0.027686513171038485
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2A,DENV1/THAILAND/1995/00257/95,0.0762032163452799,0.10816849674957962,0.13854865371285469
nnls,thai_map,AA,adj_none,aasub,envelope_protein_E,DENV1/THAILAND/1995/00257/95,0.20550517955819858,0.236504732956668,0.27024949499458983
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_precursor_M,DENV1/THAILAND/1995/00257/95,0.25773667721742877,0.3052833948360214,0.5079891670049537
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS3,DENV1/THAILAND/1995/00257/95,0.2900926419060408,0.31315411040544905,0.3333995397142556
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS1,DENV1/THAILAND/1995/00257/95,0.26965099487538946,0.3208655589376106,0.36134368992245997
nnls,thai_map,AA,adj_none,aasub,anchored_capsid_protein_C,DENV1/THAILAND/1995/00257/95,0.30304871362594615,0.3229907906959072,0.34590351477904124
nnls,thai_map,AA,adj_none,aasub,protein_2K,DENV1/THAILAND/1995/00257/95,0.3151548011187048,0.33636794706635387,0.3592571552464503
nnls,thai_map,AA,adj_none,aasub,protein_pr,DENV1/THAILAND/1995/00257/95,0.3182792153788909,0.3376253794243703,0.3595310318732852
nnls,thai_map,AA,adj_none,aasub,capsid_protein_C,DENV1/THAILAND/1995/00257/95,0.31910154037527183,0.3397431341017355,0.3602868444252848
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2B,DENV1/THAILAND/1995/00257/95,0.3208804010131652,0.3420540227668436,0.36586761477765395
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4B,DENV1/THAILAND/1995/00257/95,0.32203095602723697,0.34474579394435345,0.37217118649127423
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_M,DENV1/THAILAND/1995/00257/95,0.20324321888922892,0.354694610661315,0.6692424125389114
nnls,thai_map,AA,adj_none,aasub,anchored_capsid_protein_C,DENV1/THAILAND/1995/00288/95,0.391691572788841,0.423227746614688,0.45351397309008207
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_M,DENV1/THAILAND/1995/00288/95,0.3991964350028989,0.4264948087540511,0.4577438939495479
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_precursor_M,DENV1/THAILAND/1995/00288/95,0.4080658672436318,0.435549684051579,0.46496681858590716
nnls,thai_map,AA,adj_none,aasub,protein_2K,DENV1/THAILAND/1995/00288/95,0.40792377705209587,0.4395247125170155,0.47054212602442647
nnls,thai_map,AA,adj_none,aasub,protein_pr,DENV1/THAILAND/1995/00288/95,0.41203443048726274,0.44147412025541055,0.4699718964915516
nnls,thai_map,AA,adj_none,aasub,capsid_protein_C,DENV1/THAILAND/1995/00288/95,0.4102321047831309,0.4431556293693237,0.47384850259572064
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2B,DENV1/THAILAND/1995/00288/95,0.4154093557023457,0.4451648208335076,0.47584287180271795
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS3,DENV1/THAILAND/1995/00288/95,0.4139444192231152,0.4530113864206933,0.484479793452301
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4A,DENV1/THAILAND/1995/00288/95,0.42546990930836515,0.45629735107615965,0.49284641850159105
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2A,DENV1/THAILAND/1995/00288/95,0.44092148140085063,0.47097406719534135,0.5002891567183542
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4B,DENV1/THAILAND/1995/00288/95,0.4630869084961641,0.4906088784758706,0.5205724332152974
nnls,thai_map,AA,adj_none,aasub,envelope_protein_E,DENV1/THAILAND/1995/00288/95,0.4821662924092933,0.5143009842875723,0.5408800564914027
nnls,thai_map,AA,adj_none,aasub,RNA-dependent_RNA_polymerase_NS5,DENV1/THAILAND/1995/00288/95,0.5203894994395097,0.556182198205434,0.587437120122438
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS1,DENV1/THAILAND/1995/00288/95,0.5449145451796367,0.5748788155290601,0.6036595003235027
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS3,DENV1/THAILAND/1995/00410/95,0.714125724240812,0.7644208052392494,0.823947511343017
nnls,thai_map,AA,adj_none,aasub,anchored_capsid_protein_C,DENV1/THAILAND/1995/00410/95,0.8337159544431023,0.8616866706965851,0.8881548094807199
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_M,DENV1/THAILAND/1995/00410/95,0.8382239708461843,0.8653022284761589,0.8924786427256631
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2B,DENV1/THAILAND/1995/00410/95,0.8391427263622667,0.8723689290192737,0.9067808485393234
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_precursor_M,DENV1/THAILAND/1995/00410/95,0.8448963082838334,0.873748121455351,0.9000565636101328
nnls,thai_map,AA,adj_none,aasub,protein_2K,DENV1/THAILAND/1995/00410/95,0.8495755172655497,0.8766383054036555,0.9033480966001669
nnls,thai_map,AA,adj_none,aasub,protein_pr,DENV1/THAILAND/1995/00410/95,0.8513420781025742,0.8790573582534513,0.9055741293700705
nnls,thai_map,AA,adj_none,aasub,capsid_protein_C,DENV1/THAILAND/1995/00410/95,0.8537356175197031,0.8812788763051398,0.9062252982793715
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4A,DENV1/THAILAND/1995/00410/95,0.8637956284263144,0.8952310089218514,0.9318527956307155
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2A,DENV1/THAILAND/1995/00410/95,0.8820931829373182,0.9076843257796172,0.9397878479290354
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4B,DENV1/THAILAND/1995/00410/95,0.8925175928441589,0.9303693926723835,0.9569102680923209
nnls,thai_map,AA,adj_none,aasub,envelope_protein_E,DENV1/THAILAND/1995/00410/95,0.9198990250818614,0.9505782721190743,0.9812695536530216
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS1,DENV1/THAILAND/1995/00410/95,0.9844384508452951,1.0127125781151427,1.039191090108764
nnls,thai_map,AA,adj_none,aasub,RNA-dependent_RNA_polymerase_NS5,DENV1/THAILAND/1995/00410/95,1.179446430964214,1.2079847772668626,1.250249499315839
nnls,thai_map,AA,adj_none,aasub,RNA-dependent_RNA_polymerase_NS5,DENV1/THAILAND/1996/00942/96,1.2434832638186217,1.2817489497781958,1.324468896708287
nnls,thai_map,AA,adj_none,aasub,envelope_protein_E,DENV1/THAILAND/1996/00942/96,1.4715635064525476,1.5107812948080026,1.5520815371307255
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2A,DENV1/THAILAND/1996/00942/96,1.5493057280357554,1.5798895985357229,1.6245384307225557
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS1,DENV1/THAILAND/1996/00942/96,1.669175288935422,1.729081644421707,1.789362209213753
nnls,thai_map,AA,adj_none,aasub,anchored_capsid_protein_C,DENV1/THAILAND/1996/00942/96,1.7125079837259984,1.7420816543543323,1.774845310631107
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_M,DENV1/THAILAND/1996/00942/96,1.708056014748941,1.7425598194189877,1.77377652197951
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_precursor_M,DENV1/THAILAND/1996/00942/96,1.7200505058272828,1.7509469382102236,1.7782857004586174
nnls,thai_map,AA,adj_none,aasub,protein_2K,DENV1/THAILAND/1996/00942/96,1.7231241451908539,1.7568310021485503,1.7953783501515437
nnls,thai_map,AA,adj_none,aasub,protein_pr,DENV1/THAILAND/1996/00942/96,1.7236090993637467,1.759604189672029,1.7932714585234657
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4B,DENV1/THAILAND/1996/00942/96,1.7265800186125797,1.7605598162687466,1.8004984614770132
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2B,DENV1/THAILAND/1996/00942/96,1.7314061024178706,1.761604012918683,1.8013927881416927
nnls,thai_map,AA,adj_none,aasub,capsid_protein_C,DENV1/THAILAND/1996/00942/96,1.7301164900160828,1.7616664155796486,1.7990702972450747
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS3,DENV1/THAILAND/1996/00942/96,1.7352020831910173,1.7693422556140976,1.808712187778473
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4A,DENV1/THAILAND/1996/00942/96,1.7553844766838895,1.7887653868993212,1.8215810226944293
nnls,thai_map,AA,adj_none,aasub,anchored_capsid_protein_C,DENV1/THAILAND/1996/01231/96,0.39411368072088976,0.41753794618478857,0.4468969917982127
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_M,DENV1/THAILAND/1996/01231/96,0.36272416255036816,0.42492309379272813,0.7635883594885491
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_precursor_M,DENV1/THAILAND/1996/01231/96,0.35278369773306606,0.42565674510151597,0.7160873219183341
nnls,thai_map,AA,adj_none,aasub,protein_2K,DENV1/THAILAND/1996/01231/96,0.41009476334158995,0.4338639491055173,0.45983660523222314
nnls,thai_map,AA,adj_none,aasub,protein_pr,DENV1/THAILAND/1996/01231/96,0.4112165021522445,0.43451530371056235,0.46275227523996576
nnls,thai_map,AA,adj_none,aasub,capsid_protein_C,DENV1/THAILAND/1996/01231/96,0.4130054460774754,0.43811801042161813,0.4639743617270372
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2B,DENV1/THAILAND/1996/01231/96,0.4169887076459439,0.4390282932855355,0.4654725683259199
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS3,DENV1/THAILAND/1996/01231/96,0.4234139849687807,0.4436510581517682,0.47054976774607604
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4A,DENV1/THAILAND/1996/01231/96,0.4269270959074376,0.45062429981522045,0.4835025934090417
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2A,DENV1/THAILAND/1996/01231/96,0.4394309567040933,0.4657552305858729,0.4902430847380169
nnls,thai_map,AA,adj_none,aasub,envelope_protein_E,DENV1/THAILAND/1996/01231/96,0.4416149014186619,0.4742834997657916,0.5066025695319901
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4B,DENV1/THAILAND/1996/01231/96,0.4610212107468979,0.4868059154220931,0.5096588575540772
nnls,thai_map,AA,adj_none,aasub,RNA-dependent_RNA_polymerase_NS5,DENV1/THAILAND/1996/01231/96,0.5280343308735488,0.5496906804230838,0.5756108226245031
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS1,DENV1/THAILAND/1996/01231/96,0.5472854389995019,0.5675003395300271,0.5945312505637899
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_M,DENV1/THAILAND/1997/00382/97,0,0,0.0024490757991489543
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_precursor_M,DENV1/THAILAND/1997/00382/97,0,0,0
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2A,DENV1/THAILAND/1997/00382/97,0,0,0
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS3,DENV1/THAILAND/1997/00382/97,0,0,0
nnls,thai_map,AA,adj_none,aasub,envelope_protein_E,DENV1/THAILAND/1997/00382/97,0.034809164685833144,0.0642983033468782,0.09198203552222206
nnls,thai_map,AA,adj_none,aasub,anchored_capsid_protein_C,DENV1/THAILAND/1997/00382/97,0.11724545814617961,0.1402110166597293,0.15837810390876406
nnls,thai_map,AA,adj_none,aasub,protein_2K,DENV1/THAILAND/1997/00382/97,0.13371863772103665,0.1570357244796629,0.17742349930834386
nnls,thai_map,AA,adj_none,aasub,protein_pr,DENV1/THAILAND/1997/00382/97,0.134465103839696,0.15743572396613426,0.1773343634955603
nnls,thai_map,AA,adj_none,aasub,capsid_protein_C,DENV1/THAILAND/1997/00382/97,0.13715282375746962,0.1594409124293822,0.1820996964593806
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2B,DENV1/THAILAND/1997/00382/97,0.1373032395111488,0.1621301587775285,0.18451456982084363
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4A,DENV1/THAILAND/1997/00382/97,0.14849001269134063,0.17454298115989025,0.19855646735809646
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS1,DENV1/THAILAND/1997/00382/97,0.0036661412530791886,0.18509795840639312,0.3099092815419934
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4B,DENV1/THAILAND/1997/00382/97,0.18354196937008255,0.20737931226979028,0.22990618408772534
nnls,thai_map,AA,adj_none,aasub,RNA-dependent_RNA_polymerase_NS5,DENV1/THAILAND/1997/00382/97,0.2502311759070172,0.2713634557363156,0.2982690829421771
nnls,thai_map,AA,adj_none,aasub,protein_pr,DENV1/THAILAND/1997/02080/97,0.511705751059147,0.5810676977062083,0.6435976328612709
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_precursor_M,DENV1/THAILAND/1997/02080/97,0.5172510825349992,0.5827356594174643,0.6498456075754642
nnls,thai_map,AA,adj_none,aasub,RNA-dependent_RNA_polymerase_NS5,DENV1/THAILAND/1997/02080/97,0.5502343337863591,0.6882068516385198,0.9329781707701925
nnls,thai_map,AA,adj_none,aasub,anchored_capsid_protein_C,DENV1/THAILAND/1997/02080/97,0.8638151608967792,0.8880395093050755,0.9102266278865871
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_M,DENV1/THAILAND/1997/02080/97,0.8663753139506037,0.8931396610616165,0.9179536630713616
nnls,thai_map,AA,adj_none,aasub,protein_2K,DENV1/THAILAND/1997/02080/97,0.8772250913311423,0.904543852098029,0.9307556319191834
nnls,thai_map,AA,adj_none,aasub,capsid_protein_C,DENV1/THAILAND/1997/02080/97,0.88162055684063,0.910008552042272,0.9329825642775147
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2B,DENV1/THAILAND/1997/02080/97,0.8807920147455919,0.9116851756473099,0.9367337912433893
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS3,DENV1/THAILAND/1997/02080/97,0.8903047109434163,0.9182219228614484,0.9394860189887622
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4A,DENV1/THAILAND/1997/02080/97,0.8921795256245596,0.9225094554020433,0.951568047617378
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2A,DENV1/THAILAND/1997/02080/97,0.9105429431678078,0.9348350088867767,0.9610555790603844
nnls,thai_map,AA,adj_none,aasub,envelope_protein_E,DENV1/THAILAND/1997/02080/97,0.8981282776027766,0.9515599989471234,0.9783895595418257
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4B,DENV1/THAILAND/1997/02080/97,0.9266632778539341,0.9563723995339215,0.9835368279897597
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS1,DENV1/THAILAND/1997/02080/97,1.1566207553915577,1.1932107336548508,1.2278980176889538
nnls,thai_map,AA,adj_none,aasub,envelope_protein_E,DENV1/THAILAND/1997/02588/97,0.9053013412893178,0.9557690363970368,1.012265247958713
nnls,thai_map,AA,adj_none,aasub,anchored_capsid_protein_C,DENV1/THAILAND/1997/02588/97,0.9918101365651983,1.01078288214616,1.0366504096530984
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_M,DENV1/THAILAND/1997/02588/97,0.9975363568013539,1.01670695246816,1.038114145972018
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_precursor_M,DENV1/THAILAND/1997/02588/97,1.0027335536991715,1.0240546644418074,1.046388855680279
nnls,thai_map,AA,adj_none,aasub,protein_2K,DENV1/THAILAND/1997/02588/97,1.0108550238357268,1.0280189130967399,1.0523381505515426
nnls,thai_map,AA,adj_none,aasub,protein_pr,DENV1/THAILAND/1997/02588/97,1.007820107787263,1.0290923113524904,1.0549263903426698
nnls,thai_map,AA,adj_none,aasub,capsid_protein_C,DENV1/THAILAND/1997/02588/97,1.013687265869473,1.0319532169967922,1.0600610668731707
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2B,DENV1/THAILAND/1997/02588/97,1.0156233230983571,1.0353271977184164,1.0590518442595447
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS3,DENV1/THAILAND/1997/02588/97,1.017727132845346,1.0408460648091165,1.0706019342442321
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4A,DENV1/THAILAND/1997/02588/97,1.0238025309086694,1.0453427630093544,1.0740061627719522
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2A,DENV1/THAILAND/1997/02588/97,1.0316401510607092,1.058847241708547,1.0838500419793569
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4B,DENV1/THAILAND/1997/02588/97,1.0569898577296313,1.080863333215085,1.1038401628138146
nnls,thai_map,AA,adj_none,aasub,RNA-dependent_RNA_polymerase_NS5,DENV1/THAILAND/1997/02588/97,1.1210231922752905,1.143161630607327,1.169969106643873
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS1,DENV1/THAILAND/1997/02588/97,1.1369891114598931,1.1644961477438236,1.1895036312716143
nnls,thai_map,AA,adj_none,aasub,envelope_protein_E,DENV1/THAILAND/1997/04772/97,0,0,0
nnls,thai_map,AA,adj_none,aasub,RNA-dependent_RNA_polymerase_NS5,DENV1/THAILAND/1997/04772/97,0,0.02151402773328261,0.08625210265908548
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2A,DENV1/THAILAND/1997/04772/97,0.05312676657226152,0.07984439638825302,0.10781302722968757
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS1,DENV1/THAILAND/1997/04772/97,0.2718158423501523,0.31561627176347273,0.35444841769426716
nnls,thai_map,AA,adj_none,aasub,anchored_capsid_protein_C,DENV1/THAILAND/1997/04772/97,0.2962758854895735,0.31894505230750636,0.33874433356369815
nnls,thai_map,AA,adj_none,aasub,membrane_glycoprotein_M,DENV1/THAILAND/1997/04772/97,0.2997849619409571,0.3196418471058491,0.34024307747273086
nnls,thai_map,AA,adj_none,aasub,protein_2K,DENV1/THAILAND/1997/04772/97,0.3122622004864506,0.3317490869418268,0.3531687715662244
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS4B,DENV1/THAILAND/1997/04772/97,0.3042094971025715,0.33304008381865635,0.35905225559331433
nnls,thai_map,AA,adj_none,aasub,capsid_protein_C,DENV1/THAILAND/1997/04772/97,0.3150824301868756,0.3372036301180956,0.35827592446016954
nnls,thai_map,AA,adj_none,aasub,nonstructural_protein_NS2B,DENV1/THAILAND/1997/04772/97,0.31632316620714673,0.3391236403065909,0.35735563468926984
